代碼,標的名稱,風險等級,幣別,投資區域,國內外,類型1,類型2,標的類型,配息方式,標準差％,夏普值,β係數,漲跌％,漲跌,基金規模,成立日期,一個月％,三個月％,六個月％,今年來％,一年％,二年％,三年％,五年％,展望
1,摩根JPM環球債券收益基金A-美元累積,穩健型,美元,全球,國外,債券型,債券型,國外-債券型,無,2.03,0.81,0.27,0.14,0.19,"11,422百萬(美元)",2014/6/2,0.43,2.01,1.93,2.19,7.09,12.36,6.67,21.39,債市殖利率普遍墊高，市場已反應聯準會將緩降息的預期，長天期公債殖利率恐仍有上揚風險。各債市中，公債或投資級債券殖利率仍顯著高於金融海嘯後平均水準。非投資級債之殖利率儘管較高，然而利差已降至低檔，需要嚴選持債。
10,摩根JPM環球債券收益基金A-美元月配現(本基金之配息來源可能為本金),穩健型,美元,全球,國外,債券型,債券型,國外-債券型,月配,1.96,0.83,0.26,0.13,0.01,"11,422百萬(美元)",2014/12/19,0.39,1.95,1.95,2.21,7.05,12.4,6.71,21.41,債市殖利率普遍墊高，市場已反應聯準會將緩降息的預期，長天期公債殖利率恐仍有上揚風險。各債市中，公債或投資級債券殖利率仍顯著高於金融海嘯後平均水準。非投資級債之殖利率儘管較高，然而利差已降至低檔，需要嚴選持債。
100,摩根JPM美國複合收益債基金A-美元累積,保守型,美元,美國,國外,債券型,債券型,國外-債券型,無,5.63,0.24,0.88,0.28,0.05,"4,853百萬(美元)",2005/3/31,0.73,3.06,-0.11,3.12,5.87,6.44,1.19,-2.62,債市殖利率普遍墊高，市場已反應聯準會將緩降息的預期，長天期公債殖利率恐仍有上揚風險。各債市中，公債或投資級債券殖利率仍顯著高於金融海嘯後平均水準。非投資級債之殖利率儘管較高，然而利差已降至低檔，需要嚴選持債。
1000,摩根JPM環球非投資等債基金A-美元月現(本基金主要投資於符合美國Rule 144A規定之私募性質債券且本基金之配息來源可能為本金),穩健型,美元,全球,國外,非投資等級債券,非投資等級債券,國外-非投資等級債券,月配,3.35,0.61,1.01,0.09,0.07,"5,657百萬(美元)",2020/11/2,-0.78,0.81,1.3,1.03,8.59,19.1,14.01,,受惠經濟成長，對利率敏感度較低，同時殖利率相對具吸引力，可作為投組中之穩定配置。
10000,摩根JPM新興市場債券基金A-美元月配現(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,美元,新興市場,國外,債券型,債券型,國外-債券型,月配,5.54,0.32,0.71,0.19,0.12,"1,264百萬(美元)",2020/11/2,-0.62,1.94,0.13,2.14,7.42,18.35,6.71,,新興市場債券之殖利率相較成熟市場會來的相對高些，現階段以強勢貨幣計價的新興市場債券更具吸引力。
100000,摩根JPM新興市場投資級債券基金A美累積,穩健型,美元,新興市場,國外,債券型,債券型,國外-債券型,無,5.47,0.23,0.78,0.14,0.2,480百萬(美元),2010/11/29,0.34,2.74,-0.9,2.74,5.66,9.54,3.71,,新興市場債券之殖利率相較成熟市場會來的相對高些，現階段以強勢貨幣計價的新興市場債券更具吸引力。
1000000,摩根JPM新興市場投資級債券基金A美月配(本基金之配息來源可能為本金),穩健型,美元,新興市場,國外,債券型,債券型,國外-債券型,月配,5.46,0.23,0.78,0.13,0.1,480百萬(美元),2014/1/15,0.34,2.71,-0.91,2.73,5.62,9.47,3.59,,新興市場債券之殖利率相較成熟市場會來的相對高些，現階段以強勢貨幣計價的新興市場債券更具吸引力。
10000000,摩根JPM多重收益基金A美元對沖穩定月配(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,美元,全球,國外,平衡型,平衡型,國外-平衡型,月配,5.17,0.29,0.43,0.12,0.09,"18,767百萬(美元)",2021/7/2,-1.62,0.09,-1.09,0.65,6.53,14.84,7.95,,股票部位較能提供資本利得，債券部位則可提供合理收益水準，透過股債配置方式可降低投組波動，並有效分散投資風險，適合長期投資。
100000000,摩根JPM中國基金A-美元累積,積極型,美元,中國,國外,股票型,股票型,國外-股票型,無,45.25,0.19,1.68,-0.16,-0.07,"3,226百萬(美元)",2005/3/31,0.98,14.3,-6.47,11.21,25.15,-7.38,-13.57,-0.2,中國股市近期表現較佳，主要是因政府支持經濟的政策以及DeepSeek人工智慧（AI）突破所帶來的光環效應推動。惟因中國市場仍存在政策性風險，建議謹慎評估自身風險承受度再進行投資。
1000000000,摩根JPM美國科技基金A-美元累積,積極型,美元,美國,國外,股票型,股票型,國外-股票型,無,26.98,0.05,1.86,1.33,1.34,"7,994百萬(美元)",2005/3/31,-9.87,-11.86,-0.13,-10.9,2.83,51.74,25.02,155.95,川普關稅陰霾揮之不去，美股續跌，美國初領失業金及續領失業金人數均優於預期，顯示就業市場仍穩健。建議可採左側交易方式，分批進場。
01F6,摩根JPM全球成長基金美元累計A股,穩健型,美元,全球,國外,股票型,股票型,國外-股票型,無,14.47,0.03,1.21,0.54,0.16,552百萬(美元),2005/3/31,-5.7,-7.73,-5.73,-7.22,1.94,38.85,20.33,76.9,川普關稅疑雲致全球股市震盪劇烈，不過基本面仍看好，建議可採左側交易，分批進場佈局。
01F8,摩根JPM多重收益基金A日幣對沖月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,日圓,全球,國外,平衡型,平衡型,國外-平衡型,月配,,,,0.11,10,"18,767百萬(美元)",2024/8/1,-1.95,-1,-3.47,-0.48,,,,,股票部位較能提供資本利得，債券部位則可提供合理收益水準，透過股債配置方式可降低投組波動，並有效分散投資風險，適合長期投資。
201,富達日本股票ESG基金(A股日圓),穩健型,日圓,日本,國外,股票型,股票型,國外-股票型,年配,24.3,-0.14,1.17,-4.43,-13.9,"47,910百萬(日圓)",1990/10/1,-8.06,-10.98,-9.25,-10.8,-8.7,14.65,15.92,78.4,日本經濟維持溫和擴張，在歷經三十年後正走出通貨緊縮困境邁入通膨環境，消費者將增加支出、企業可望擴大資本支出，將創造投資機會，日本股市的每股盈餘獲利穩定且基期偏低，日股相對全球股市折價但卻能提供類似美國市場中科技及成長的元素，加上近年日本公司治理水準提升，預期有利股價表現。此外，評估日本央行將採取溫和漸進的方式回收寬鬆貨幣政策，避免對經濟與金融市場帶來過大衝擊。
202,富達亞洲股票ESG基金(A股美元),積極型,美元,亞洲,國外,股票型,股票型,國外-股票型,年配,20.34,0,1.73,-4.08,-0.43,"2,615百萬(美元)",1990/10/1,-1.04,1.66,-8.92,1.96,4.88,-0.38,-7.21,30.68,美國汽車關稅政策拖累美股，亦同時壓抑亞股表現，風險屬性較積極者建議可採取左側交易，分批進場；保守型投資人較不建議。
203,富達歐洲基金(A股歐元),穩健型,歐元,歐洲,國外,股票型,股票型,國外-股票型,年配,11.54,0.21,0.65,-4.7,-0.97,"7,814百萬(歐元)",1990/10/1,-4.63,3.1,5.58,3.31,15,28.51,27.57,77.1,現在歐洲剛踏入降息週期，未來經濟活動數據有望受到歐洲央行 15 個月前首次降息的帶動，加上歐洲央行目前正穩定降息，歐洲未來的經濟數據有機會逐漸回升，建議逢回買進。
204,富達美國基金(A股美元),穩健型,美元,美國,國外,股票型,股票型,國外-股票型,無,13.54,-0.18,0.63,-5.05,-0.8,"3,334百萬(美元)",1990/10/1,-5.77,-3.77,-3.12,-3.24,-2.4,17.26,4.97,96.94,川普關稅陰霾揮之不去，美股續跌，美國初領失業金及續領失業金人數均優於預期，顯示就業市場仍穩健。建議可採左側交易方式，分批進場。
205,富達德國基金(A股歐元),穩健型,歐元,德國,國外,股票型,股票型,國外-股票型,年配,14.53,0.2,0.69,-5.12,-4,753百萬(美元),1990/10/1,-5.02,6.79,13.36,7.11,16.74,30.13,27.6,79.12,德國大選結束可能成為歐洲的另一正面催化因素，惟因布局單一市場，不建議單壓。
206,富達東協基金(A股美元),積極型,美元,東協,國外,股票型,股票型,國外-股票型,年配,11.76,-0.02,0.74,-3.07,-1.04,"1,000百萬(美元)",1990/10/1,-2.92,-4.88,-10.15,-4.91,3.79,2.15,-1.92,57.01,現階段以越南之表現較佳，惟其波動性較大，建議以分批進場方式布局。
209,富達南歐基金(A股歐元),穩健型,歐元,南歐,國外,股票型,股票型,國外-股票型,年配,10.84,0.31,0.11,-5.52,-6.3,182百萬(歐元),1990/10/1,0.44,10.66,10.23,11.85,19.98,53.05,62.47,97.74,現在歐洲剛踏入降息週期，未來經濟活動數據有望受到歐洲央行 16 個月前首次降息的帶動，加上歐洲央行目前正穩定降息，歐洲未來的經濟數據有機會逐漸回升，建議逢回買進。
210,富達義大利基金(A股歐元),積極型,歐元,義大利,國外,股票型,股票型,國外-股票型,年配,15.89,0.01,1.01,-6.97,-4.44,327百萬(歐元),1990/10/1,-5.89,8.13,11.17,7.31,8.29,31.63,49.33,142.4,現在歐洲剛踏入降息週期，未來經濟活動數據有望受到歐洲央行 8 個月前首次降息的帶動，加上歐洲央行目前正穩定降息，歐洲未來的經濟數據有機會逐漸回升，建議逢回買進。
211,富達北歐基金(A股瑞典幣),穩健型,瑞典幣,北歐,國外,股票型,股票型,國外-股票型,年配,13.26,-0.23,0.47,-4.89,-99,436百萬(美元),1990/10/1,-7.95,-7.15,-8.16,-4.93,-4.79,11.4,19.34,131.4,現在歐洲剛踏入降息週期，未來經濟活動數據有望受到歐洲央行 17 個月前首次降息的帶動，加上歐洲央行目前正穩定降息，歐洲未來的經濟數據有機會逐漸回升，建議逢回買進。
214,富達歐元債券基金(A股歐元)-配權,保守型,歐元,歐洲,國外,債券型,債券型,國外-債券型,年配,5.81,0.04,0.8,0.4,0.05,"1,224百萬(歐元)",1990/10/1,-1.19,-1.19,-2.35,-1.65,1.86,6.56,-7.4,-8.26,現在歐洲剛踏入降息週期，未來經濟活動數據有望受到歐洲央行 62 個月前首次降息的帶動，加上歐洲央行目前正穩定降息，歐洲未來的經濟數據有機會逐漸回升，建議逢回買進。
216,富達澳洲多元股票基金(A股澳幣),積極型,澳幣,澳洲,國外,股票型,股票型,國外-股票型,年配,14.95,-0.09,1.42,-5.81,-5.18,545百萬(澳幣),1991/12/6,-6.6,-6.16,-5.05,-4.97,2.04,11.18,10.3,71.1,因投資區域以單一市場(澳洲)為主，投資比重不建議太高。
221,富達泰國基金(A股美元),積極型,美元,泰國,國外,股票型,股票型,國外-股票型,年配,17.19,-0.18,1.02,-4.16,-1.44,125百萬(美元),1990/10/1,-1.59,-11.82,-19.6,-12.86,-6.72,-23.29,-28.9,-4.4,因投資區域以單一市場(泰國)為主，投資比重不建議太高。
223,富達全球債券基金(A股美元),保守型,美元,全球,國外,債券型,債券型,國外-債券型,年配,6.74,0.14,1.22,0.19,0,"1,509百萬(美元)",1990/10/1,2.03,4.77,-0.85,4.46,4.56,2.41,-5.72,-6.88,債市殖利率普遍墊高，市場已反應聯準會將緩降息的預期，長天期公債殖利率恐仍有上揚風險。各債市中，公債或投資級債券殖利率仍顯著高於金融海嘯後平均水準。非投資級債之殖利率儘管較高，然而利差已降至低檔，需要嚴選持債。
224,富達新興市場基金(A股美元),積極型,美元,新興市場,國外,股票型,股票型,國外-股票型,年配,14.32,-0.21,0.81,-5.92,-1.68,"3,124百萬(美元)",1993/10/18,-1.18,-1.15,-7.95,-0.67,-3.22,6.41,-11.26,27.74,聯準會維持基準利率不變、主席鮑爾淡化關稅對通膨的影響，帶動新興股市多數走揚，建議可分批布局。
225,富達拉丁美洲基金(A股美元),積極型,美元,拉丁美洲,國外,股票型,股票型,國外-股票型,年配,21.38,-0.27,0.86,-7.28,-2.09,290百萬(美元),1994/5/9,5.4,15.95,-1.1,16.38,-10.74,7.5,-15.11,71.79,目前巴西市場缺乏利多題材，結構性問題短期難有改善，可期待的選舉行情仍要等到明年 10 月，這也意味著在缺乏市場催化劑的情況下，巴西股市較難有發揮空間。
226,富達太平洋基金(A股美元),積極型,美元,亞太,國外,股票型,股票型,國外-股票型,年配,18.22,-0.07,1.4,-5.13,-1.98,761百萬(美元),1994/1/10,-3.64,-1.13,-8.4,-0.31,1.03,3.77,-11.49,43.79,美國汽車關稅政策拖累美股，亦同時壓抑亞股表現，風險屬性較積極者建議可採取左側交易，分批進場；保守型投資人較不建議。
229,富達印尼基金(A股美元),積極型,美元,印尼,國外,股票型,股票型,國外-股票型,年配,16.88,-0.4,1.13,-1.77,-0.36,198百萬(美元),1994/12/5,-1.41,-14.29,-23.89,-14.33,-18.91,-21.1,-22.55,25.79,因投資區域以單一市場(印尼)為主，投資比重不建議太高。
231,富達全球主題機會基金(A股美元),穩健型,美元,全球,國外,股票型,股票型,國外-股票型,年配,15.46,-0.13,1.06,-4.88,-3.58,"1,723百萬(美元)",1991/12/31,-7.36,-5.57,-6.66,-5.21,-1.53,11.43,1.85,55.94,川普關稅疑雲致全球股市震盪劇烈，不過基本面仍看好，建議可採左側交易，分批進場佈局。
232,富達歐洲小型企業基金(A股歐元),穩健型,歐元,歐洲,國外,中小型股,中小型股,國外-中小型股,年配,13.97,-0.2,0.57,-6.02,-3.85,"1,232百萬(歐元)",1995/12/1,-6.84,-4.66,-5.51,-4.79,-2.25,2.76,-6.76,62.85,現在歐洲剛踏入降息週期，未來經濟活動數據有望受到歐洲央行 63 個月前首次降息的帶動，加上歐洲央行目前正穩定降息，歐洲未來的經濟數據有機會逐漸回升，建議逢回買進。
234,富達美國成長基金(A股美元),穩健型,美元,美國,國外,股票型,股票型,國外-股票型,無,14.5,-0.11,0.73,-4.88,-4.38,996百萬(美元),1997/6/30,-5.19,-8.22,-6.65,-7.54,0.26,13.62,4.47,89.38,川普關稅陰霾揮之不去，美股續跌，美國初領失業金及續領失業金人數均優於預期，顯示就業市場仍穩健。建議可採左側交易方式，分批進場。
235,富達瑞士基金(A股瑞士法郎),穩健型,瑞郎,瑞士,國外,股票型,股票型,國外-股票型,年配,15.05,-0.11,0.86,-5.41,-4.07,244百萬(瑞郎),1995/2/13,-7.57,1.68,-1.78,2.1,0.39,3.65,-4.84,30.57,因投資區域以單一市場(瑞士)為主，投資比重不建議太高。
243,富達世界基金(A股歐元),穩健型,歐元,全球,國外,股票型,股票型,國外-股票型,年配,18.99,-0.09,1.27,-5.13,-1.99,"5,734百萬(美元)",1996/9/6,-10.76,-11.07,-4.57,-9.68,-0.89,21.17,10.92,83.8,川普關稅疑雲致全球股市震盪劇烈，不過基本面仍看好，建議可採左側交易，分批進場佈局。
244,富達美元債券基金(A股美元)-配權,保守型,美元,全球,國外,債券型,債券型,國外-債券型,半年配,5.68,0.25,1.01,0.53,0.04,"5,544百萬(美元)",1990/11/12,0.85,3.73,-0.02,3.72,5.73,3.76,-0.73,-2.56,債市殖利率普遍墊高，市場已反應聯準會將緩降息的預期，長天期公債殖利率恐仍有上揚風險。各債市中，公債或投資級債券殖利率仍顯著高於金融海嘯後平均水準。非投資級債之殖利率儘管較高，然而利差已降至低檔，需要嚴選持債。
245,富達歐洲非投資等級債券基金(A股歐元)權(本基金之配息來源可能為本金),穩健型,歐元,歐洲,國外,非投資等級債券,非投資等級債券,國外-非投資等級債券,年配,3.04,0.53,0.84,-0.51,-0.05,"2,456百萬(歐元)",2000/6/26,-1.3,0.67,2.25,0.67,7.65,18.56,11.95,32.45,現在歐洲剛踏入降息週期，未來經濟活動數據有望受到歐洲央行 64 個月前首次降息的帶動，加上歐洲央行目前正穩定降息，歐洲未來的經濟數據有機會逐漸回升，建議逢回買進。
246,富達歐洲非投資等級債券基金(A股歐元)現(本基金之配息來源可能為本金),穩健型,歐元,歐洲,國外,非投資等級債券,非投資等級債券,國外-非投資等級債券,月配,2.99,0.54,0.84,-0.48,-0.05,"2,456百萬(歐元)",2003/6/9,-1.3,0.71,2.31,0.7,7.66,18.61,12.02,32.52,現在歐洲剛踏入降息週期，未來經濟活動數據有望受到歐洲央行 65 個月前首次降息的帶動，加上歐洲央行目前正穩定降息，歐洲未來的經濟數據有機會逐漸回升，建議逢回買進。
